data_acidente;dispositivo_de_controle_de_trafego;condicao_climatica;condicao_de_iluminacao;primeiro_tipo_de_acidente;tipo_de_pista_de_trafego;alinhamento;superficie_da_estrada;defeito_da_estrada;tipo_de_acidente;relacionado_a_intersecao_i;dano;causa_contributiva_primaria;num_unidades;ferimento_mais_severo;ferimentos_total;ferimentos_fatais;ferimentos_incapacitantes;ferimentos_nao_incapacitantes;ferimentos_reportado_nao_evidente;ferimentos_sem_indicacao;hora_acidente;dia_semana_acidente;mes_acidente
09/15/2023 07:40:00 AM;SINAL DE TRÂNSITO;CLARO;AMANHECER;DESLIZAMENTO LATERAL NA MESMA DIREÇÃO;MÃO ÚNICA ;EM LINHA RETA E NIVELADA;SECO;DESCONHECIDO;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;HABILIDADES/CONHECIMENTO/EXPERIÊNCIA DE CONDUÇÃO;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;7;6;9
09/19/2023 07:23:00 PM;PLACA DE PASSAGEM DE PEDESTRES;CHUVA;ESCURO, ESTRADA ILUMINADA;PEDESTRE;MÃO ÚNICA ;EM LINHA RETA E NIVELADA;MOLHADO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;LESÃO NÃO-INCAPACITANTE  ;1.0;0.0;0.0;1.0;0.0;1.0;19;3;9
09/16/2023 03:00:00 PM;SEM CONTROLES;CHUVA;LUZ DO DIA; GIRO ;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA E NIVELADA;MOLHADO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;RELATADO, NÃO EVIDENTE ;1.0;0.0;0.0;0.0;1.0;1.0;15;7;9
10/04/2023 09:10:00 AM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$500 OU MENOS;SEGUIR MUITO DE PERTO;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;9;4;10
09/11/2023 06:30:00 PM;SINAL DE TRÂNSITO;CHUVA;ESCURO, ESTRADA ILUMINADA;TRASEIRA PARA TRÁS;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA E NIVELADA;MOLHADO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;18;2;9
09/20/2023 05:05:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;ÂNGULO;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;17;4;9
08/13/2023 02:28:00 AM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA;ÂNGULO;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;DESCONSIDERAR SINAL DE TRÂNSITOS;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;2;1;8
08/14/2023 04:55:00 PM;SEM CONTROLES;CHUVA;LUZ DO DIA;CICLISTA;INTERSEÇÃO EM T;EM LINHA RETA E NIVELADA;MOLHADO;DESCONHECIDO;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;NÃO REDUZIR A VELOCIDADE PARA EVITAR ACIDENTE;2;LESÃO NÃO-INCAPACITANTE  ;1.0;0.0;0.0;1.0;0.0;1.0;16;2;8
08/14/2023 09:04:00 PM;SINAL DE TRÂNSITO;CHUVA;ESCURO;ÂNGULO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;MOLHADO;DESCONHECIDO;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;DESCONSIDERAR SINAL DE TRÂNSITOS;3;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;21;2;8
09/18/2023 08:09:00 AM;SINAL DE PARE/LUMINOSO;CLARO;LUZ DO DIA; GIRO ;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;RELATADO, NÃO EVIDENTE ;1.0;0.0;0.0;0.0;1.0;6.0;8;2;9
09/18/2023 09:00:00 AM;OUTRA PLACA DE ALERTA;CLARO;LUZ DO DIA;DESLIZAMENTO LATERAL NA MESMA DIREÇÃO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;DESCONHECIDO;SEM FERIMENTOS / DIRIGIR AFASTADO;N;ACIMA DE $1,500;USO INADEQUADO DA FAIXA;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;9;2;9
09/21/2023 03:15:00 PM;SEM CONTROLES;CHUVA;LUZ DO DIA;DESLIZAMENTO LATERAL NA MESMA DIREÇÃO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;MOLHADO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;5.0;15;5;9
08/30/2023 08:47:00 PM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA;PEDESTRE;DIVIDIDO - COM BARREIRA MEDIANA;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;LESÃO INCAPACITANTE  ;1.0;0.0;1.0;0.0;0.0;6.0;20;4;8
09/22/2023 10:46:00 PM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA; GIRO ;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;LESÃO INCAPACITANTE  ;5.0;0.0;5.0;0.0;0.0;0.0;22;6;9
08/16/2023 09:15:00 AM;SEM CONTROLES;CLARO;LUZ DO DIA; GIRO ;INTERSEÇÃO EM T;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;GIRO INCORRETO/SEM SINAL ;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;9;4;8
08/31/2023 06:40:00 AM;SINAL DE PARE/LUMINOSO;CLARO;LUZ DO DIA;ÂNGULO;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;RELATADO, NÃO EVIDENTE ;1.0;0.0;0.0;0.0;1.0;1.0;6;5;8
08/31/2023 07:10:00 AM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA; GIRO ;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;7;5;8
08/31/2023 03:30:00 PM;SEM CONTROLES;CLARO;LUZ DO DIA; GIRO ;BECO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;USO INADEQUADO DA FAIXA;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;15;5;8
10/07/2023 12:41:00 PM;SINAL DE PARE/LUMINOSO;CLARO;LUZ DO DIA;ÂNGULO;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$501 - $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;12;7;10
09/23/2023 03:00:00 PM;SINAL DE PARE/LUMINOSO;CLARO;LUZ DO DIA;CICLISTA;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;DESCONHECIDO;DESCONHECIDO;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;15;7;9
09/20/2018 09:15:00 AM;SINAL DE PARE/LUMINOSO;CLARO;LUZ DO DIA; GIRO ;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;9;5;9
10/08/2023 02:15:00 AM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA; GIRO ;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;DESCONHECIDO;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;DESCONSIDERAR SINAL DE TRÂNSITOS;2;LESÃO NÃO-INCAPACITANTE  ;5.0;0.0;0.0;5.0;0.0;0.0;2;1;10
09/25/2023 05:46:00 AM;SINAL DE PARE/LUMINOSO;CLARO;ESCURO, ESTRADA ILUMINADA;ÂNGULO;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$500 OU MENOS; FALHAR EM DAR A DIREITA DE PASSAGEM;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;5;2;9
09/27/2023 05:48:00 AM;SINAL DE TRÂNSITO;CHUVA;ESCURO, ESTRADA ILUMINADA;PEDESTRE;INTERSEÇÃO DESCONHECIDA TSPE;EM LINHA RETA E NIVELADA;MOLHADO;DESCONHECIDO;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;CURVATURA IRREGULAR/SEM SINAL;2;LESÃO NÃO-INCAPACITANTE  ;1.0;0.0;0.0;1.0;0.0;1.0;5;4;9
10/11/2023 08:35:00 PM;SINAL DE TRÂNSITO;CHUVA;ESCURO, ESTRADA ILUMINADA;TRASEIRA PARA TRÁS;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;MOLHADO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;CLIMA;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;20;4;10
09/27/2023 09:50:00 AM;SEM CONTROLES;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;LESÃO NÃO-INCAPACITANTE  ;1.0;0.0;0.0;1.0;0.0;1.0;9;4;9
09/30/2023 09:23:00 AM;SEM CONTROLES;CLARO;LUZ DO DIA; GIRO ;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA E NIVELADA;DESCONHECIDO;DESCONHECIDO;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;9;7;9
10/12/2023 08:07:00 PM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA;DESLIZAMENTO LATERAL NA MESMA DIREÇÃO;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;20;5;10
10/14/2023 05:15:00 PM;SINAL DE TRÂNSITO;NUBLADO/CLARO;CREPÚSCULO; GIRO ;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;MOLHADO;DESCONHECIDO;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;GIRO INCORRETO/SEM SINAL ;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;17;7;10
10/14/2023 09:34:00 AM;SINAL DE TRÂNSITO;CHUVA;LUZ DO DIA;TRASEIRA PARA TRÁS;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA E NIVELADA;MOLHADO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;SEGUIR MUITO DE PERTO;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;9;7;10
08/18/2019 07:27:00 PM;SINAL DE TRÂNSITO;CLARO;CREPÚSCULO;TRASEIRA PARA TRÁS;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;NÃO REDUZIR A VELOCIDADE PARA EVITAR ACIDENTE;2;RELATADO, NÃO EVIDENTE ;1.0;0.0;0.0;0.0;1.0;2.0;19;1;8
10/31/2021 02:50:00 AM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA; GIRO ;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;3;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;5.0;2;1;10
09/24/2022 10:35:00 PM;SEM CONTROLES;CHUVA;ESCURO, ESTRADA ILUMINADA; GIRO ;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;MOLHADO;DESCONHECIDO;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;SEGUIR MUITO DE PERTO;3;LESÃO NÃO-INCAPACITANTE  ;2.0;0.0;0.0;2.0;0.0;2.0;22;7;9
04/11/2020 09:00:00 PM;SINAL DE TRÂNSITO;CHUVA;ESCURO, ESTRADA ILUMINADA;ÂNGULO;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;MOLHADO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;DESCONSIDERAR SINAL DE TRÂNSITOS;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;21;7;4
06/11/2019 08:40:00 AM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;DIVIDIDO - COM BARREIRA MEDIANA;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$501 - $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;8;3;6
11/08/2022 08:30:00 AM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA; GIRO ;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;LESÃO NÃO-INCAPACITANTE  ;3.0;0.0;0.0;3.0;0.0;1.0;8;3;11
12/06/2016 01:15:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;DIVIDIDO - COM BARREIRA MEDIANA;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;NÃO APLICÁVEL;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;4.0;13;3;12
03/02/2020 04:35:00 AM;SINAL DE PARE/LUMINOSO;CLARO;ESCURO, ESTRADA ILUMINADA; GIRO ;INTERSEÇÃO EM T;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;DESCONSIDERAR  SINAL DE PARE;2;LESÃO NÃO-INCAPACITANTE  ;1.0;0.0;0.0;1.0;0.0;2.0;4;2;3
06/30/2023 09:30:00 AM;SEM CONTROLES;CLARO;LUZ DO DIA; GIRO ;INTERSEÇÃO EM T;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;NÃO REDUZIR A VELOCIDADE PARA EVITAR ACIDENTE;3;LESÃO NÃO-INCAPACITANTE  ;1.0;0.0;0.0;1.0;0.0;3.0;9;6;6
08/12/2020 01:15:00 PM;SINAL DE PARE/LUMINOSO;CLARO;LUZ DO DIA;ÂNGULO;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;DESCONSIDERAR  SINAL DE PARE;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;13;4;8
01/23/2022 07:40:00 AM;SINAL DE TRÂNSITO;NEVE;LUZ DO DIA;DESLIZAMENTO LATERAL NA MESMA DIREÇÃO;DIVIDIDO - COM BARREIRA MEDIANA;EM LINHA RETA E NIVELADA;GELO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;CLIMA;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;7;1;1
10/09/2018 04:00:00 AM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA;ÂNGULO;DIVIDIDO - COM BARREIRA MEDIANA;EM LINHA RETA E NIVELADA;SECO;DESCONHECIDO;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;LESÃO NÃO-INCAPACITANTE  ;3.0;0.0;0.0;3.0;0.0;1.0;4;3;10
08/08/2022 03:54:00 PM;SINAL DE PARE/LUMINOSO;CHUVA;LUZ DO DIA;ÂNGULO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;MOLHADO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;LESÃO NÃO-INCAPACITANTE  ;1.0;0.0;0.0;1.0;0.0;1.0;15;2;8
03/27/2021 09:15:00 AM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA; GIRO ;MÃO ÚNICA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$501 - $1,500;USO INADEQUADO DA FAIXA;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;9;7;3
03/21/2019 10:50:00 PM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA; GIRO ;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;22;5;3
01/26/2020 06:43:00 PM;SINAL DE TRÂNSITO;CLARO;ESCURO;ÂNGULO;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;DESCONHECIDO;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;8.0;18;1;1
01/21/2020 03:45:00 PM;DESCONHECIDO;CLARO;AMANHECER;ÂNGULO;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$501 - $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;15;3;1
08/30/2018 05:45:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA; GIRO ;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;DESCONHECIDO;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;ULTRAPASSAR/ULTRAPASSAR INADEQUADAMENTE;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;17;5;8
05/30/2022 12:49:00 AM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA;TRASEIRA PARA TRÁS;MÃO ÚNICA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;N;ACIMA DE $1,500;EQUIPAMENTO - CONDIÇÕES DO VEÍCULO ;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;0;2;5
04/10/2023 10:20:00 AM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;DESLIZAMENTO LATERAL NA MESMA DIREÇÃO;DIVIDIDO - COM BARREIRA MEDIANA;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;10;2;4
01/03/2016 02:00:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;DESLIZAMENTO LATERAL NA MESMA DIREÇÃO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$501 - $1,500;NÃO APLICÁVEL;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;14;1;1
10/12/2022 09:15:00 AM;SINAL DE PARE/LUMINOSO;CHUVA;LUZ DO DIA;ÂNGULO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;MOLHADO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;DESCONSIDERAR  SINAL DE PARE;3;LESÃO NÃO-INCAPACITANTE  ;3.0;0.0;0.0;2.0;1.0;1.0;9;4;10
08/18/2019 04:14:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;DIVIDIDO - COM BARREIRA MEDIANA;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;NÃO REDUZIR A VELOCIDADE PARA EVITAR ACIDENTE;2;LESÃO NÃO-INCAPACITANTE  ;3.0;0.0;0.0;3.0;0.0;1.0;16;1;8
09/08/2015 11:30:00 AM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;MÃO ÚNICA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$501 - $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;11;3;9
11/07/2022 10:05:00 AM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA; GIRO ;CINCO PONTOS OU MAIS ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;DESCONSIDERAR SINAL DE TRÂNSITOS;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;4.0;10;2;11
06/30/2020 02:50:00 PM;SEM CONTROLES;DESCONHECIDO;DESCONHECIDO;TRASEIRA PARA TRÁS;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;DESCONHECIDO;DESCONHECIDO;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;$501 - $1,500;SEGUIR MUITO DE PERTO;2;RELATADO, NÃO EVIDENTE ;1.0;0.0;0.0;0.0;1.0;1.0;14;3;6
04/20/2021 02:00:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA; GIRO ;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;RELATADO, NÃO EVIDENTE ;1.0;0.0;0.0;0.0;1.0;1.0;14;3;4
10/21/2022 03:20:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;CURVA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;N;ACIMA DE $1,500;SEGUIR MUITO DE PERTO;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;15;6;10
06/30/2017 04:00:00 PM;SINAL DE PARE/LUMINOSO;CLARO;LUZ DO DIA; GIRO ;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;16;6;6
10/25/2015 03:01:00 AM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA;OBJETO FIXO;DIVIDIDO - COM BARREIRA MEDIANA;CURVA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;ULTRAPASSAR/ULTRAPASSAR INADEQUADAMENTE;1;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;1.0;3;1;10
